醫事機構代碼（自動）,施打站全稱（自動）,施打站縣市（自動）,施打站行政區（自動）,施打站地址（自動）,施打站經度（自動）,施打站緯度（自動）,官方提供網址（自動）,預約電話（自動）
3521040838,陳文?耳鼻喉科診所,臺南市,北區,臺南市北區正覺里公園路703號1樓,120.214586,23.016742,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3521040838,06-2833398
3521052838,康健內兒科診所,臺南市,中西區,臺南市中西區健康路一段176號1－6樓,120.206827,22.981476,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3521052838,06-2146929
3521060983,陳本全家庭醫學科診所,臺南市,安南區,臺南市安南區溪心里安中路三段41號1樓,120.182937,23.047241,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3521060983,06-2558673
3521062423,海東小兒科診所,臺南市,安南區,臺南市安南區安中路3段355號1樓,120.176042,23.048703,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3521062423,06-2561399
3521070149,健全診所,臺南市,安平區,臺南市安平區平通路444號,120.173661,22.993366,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3521070149,06-2973333
3521070327,穠田聯合診所,臺南市,安平區,臺南市安平區永華路二段1059號1、2樓,120.166246,22.991444,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3521070327,06-2950808
3521071422,陽光小兒科診所,臺南市,安平區,臺南市安平區華平路501號1樓,120.17524,22.99349,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3521071422,06-2937711
3521071520,吳國堯小兒科診所,臺南市,安平區,臺南市安平區文平路438號1樓,120.178932,22.993589,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3521071520,06-2933358
3521071539,同心小兒科診所,臺南市,安平區,臺南市安平區國平路306號1樓,120.171361,22.991859,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3521071539,06-2993699
3531015383,林子敬診所,新北市,板橋區,新北市板橋區中山路2段198號,121.477698,25.017555,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531015383,02-29591986
3531016568,王林小兒科診所,新北市,板橋區,新北市板橋區忠孝路20號1樓,121.459975,25.001739,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531016568,02-29584966
3531017850,兒林小兒科診所,新北市,板橋區,新北市板橋區廣和街90號及92號1樓,121.462326,24.993832,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531017850,02-89523069
3531019130,大庭診所,新北市,板橋區,新北市板橋區大仁街27號1樓,121.45549,25.016777,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531019130,02-29689299
3531019176,蔡明志小兒專科診所,新北市,板橋區,新北市板橋區雨農路56號（1樓）,121.460819,25.024252,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531019176,02-82570156
3531020508,郭國鐘小兒科診所,新北市,三重區,新北市三重區信義街57號,121.501188,25.065055,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531020508,02-29726825
3531021363,翁華宗小兒科診所,新北市,三重區,新北市三重區正義北路324號,121.494862,25.070388,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531021363,02-29879872
3531021649,洪小兒科診所,新北市,三重區,新北市三重區三民街243號,121.479945,25.067608,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531021649,02-29823852
3531022244,鄭智雄診所,新北市,三重區,新北市三重區三和路4段308號,121.484414,25.077757,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531022244,02-22805419
3531022600,江村聯合診所,新北市,三重區,新北市三重區重新路3段7號1－4樓及9號2－4樓,121.495383,25.061671,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531022600,02-29821515
3531022744,金港齡小兒科診所,新北市,三重區,新北市三重區仁愛街302號1樓,121.492091,25.07944,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531022744,02-29802412
3531023054,德恩診所,新北市,三重區,新北市三重區集成路47號,121.489368,25.052845,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531023054,02-29766501
3531024122,保順聯合診所,新北市,三重區,新北市三重區正義北路5號、重新路2段13號8號1樓,121.497811,25.062894,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531024122,02-29710719
3531024186,謝明宏小兒科診所,新北市,三重區,新北市三重區中華路57號1樓,121.483572,25.062217,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531024186,02-29816425
3531024220,聰明耳鼻喉科診所,新北市,三重區,新北市三重區重新路2段14號1樓,121.499495,25.062685,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531024220,02-89727370
3531024239,簡修平診所,新北市,三重區,新北市三重區正義北路300號之3,121.495306,25.069782,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531024239,02-89825506
3531024613,世鴻耳鼻喉科小兒科聯合診所,新北市,三重區,新北市三重區三和路4段318號1樓,121.484181,25.077894,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531024613,02-22866038
3531024935,惠心婦幼診所,新北市,三重區,新北市三重區重陽路1段138－144號1－4樓,121.486583,25.060732,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531024935,02-29810568
3531025352,丁婦產科診所,新北市,三重區,新北市三重區自強路1段246號1－4樓,121.492783,25.067321,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531025352,02-29858001
3531025610,健福診所,新北市,三重區,新北市三重區溪尾街171、173號1樓,121.488241,25.084738,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531025610,02-89851660
3531026082,慶祥診所,新北市,三重區,新北市三重區自強路3段67號1樓,121.487013,25.073356,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531026082,02-29834012
3531026304,惠心婦產科小兒科診所,新北市,三重區,新北市三重區成功路171號2至5樓及173號2至5樓,121.486278,25.052595,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531026304,02-29781998
3531033532,文林診所,新北市,永和區,新北市永和區仁愛路15號1樓,121.514805,25.013421,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531033532,02-22323300
3531042264,中和仁安診所,新北市,中和區,新北市中和區自強路58號,121.519958,24.994606,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531042264,02-86682552
3531042586,陳建良耳鼻喉科診所,新北市,中和區,新北市中和區景新街465號1樓、2樓,121.513388,24.988244,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531042586,02-89413009
3531043752,嘉櫻診所,新北市,中和區,新北市中和區連城路356號1樓,121.482125,24.995553,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531043752,02-22259710
3531044320,友善宜安診所,新北市,中和區,新北市中和區保健路73巷7號,121.510785,24.997091,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531044320,02-29438533
3531044615,廣祥診所,新北市,中和區,新北市中和區興南路2段27號1樓後半部及29號1樓、2樓,121.507912,24.985847,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531044615,02-86683090
3531044633,王俊傑診所,新北市,中和區,新北市中和區中安街8號,121.513478,25.003392,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531044633,02-29293636
3531044768,黃基家小兒科診所,新北市,中和區,新北市中和區景平路485號,121.500176,24.997544,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531044768,02-22485433
3531045050,通安診所,新北市,中和區,新北市中和區南山路45號1樓,121.502135,24.998654,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531045050,02-22421190
3531045158,安平家診所,新北市,中和區,新北市中和區安平路89號1、2樓,121.510726,24.996487,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531045158,02-29461010
3531045265,余泰昌小兒科診所,新北市,中和區,新北市中和區宜安路134-1號1樓,121.50975,24.998477,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531045265,02-29230336
3531050659,陳正宗診所,新北市,新店區,新北市新店區中正路241號1樓,121.539201,24.973209,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531050659,02-29129981
3531050999,高兒科診所,新北市,新店區,新北市新店區安成街38號,121.509972,24.961213,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531050999,02-22121545
3531051307,護康診所,新北市,新店區,新北市新店區安成街32號,121.510084,24.961099,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531051307,02-86663366
3531051512,呈恩診所,新北市,新店區,新北市新店區安康路2段146號1樓,121.512373,24.961545,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531051512,02-86662207
3531053150,聖新診所,新北市,新店區,新北市新店區寶橋路4號1樓,121.543295,24.973393,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531053150,02-29131415
3531053212,曾俊睿小兒科診所,新北市,新店區,新北市新店區寶橋路54號1樓、2樓,121.545443,24.974865,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531053212,02-29137201
3531053433,加加小兒科診所,新北市,新店區,新北市新店區玫瑰路14號1樓,121.494552,24.95042,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531053433,02-22104948
3531053632,邱?凱小兒科診所,新北市,新店區,新北市新店區建國路226號1樓,121.537801,24.981459,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531053632,02-29130360
3531053641,聖康診所,新北市,新店區,新北市新店區北新路3段104號1樓,121.541887,24.981202,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531053641,02-86655858
3531053730,碧潭診所,新北市,新店區,新北市新店區北新路1段21號1樓,121.537805,24.959061,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531053730,02-29116698
3531061278,聯安診所,新北市,新莊區,新北市新莊區中正路330號1樓、330－1號2樓,121.445892,25.034839,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531061278,02-29986191
3531061643,祐幼小兒科診所,新北市,新莊區,新北市新莊區民安西路21號1樓,121.427048,25.021359,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531061643,02-22030993
3531063647,幸福小兒科診所,新北市,新莊區,新北市新莊區幸福路729號,121.449206,25.049073,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531063647,02-29919474
3531065623,天佑診所,新北市,新莊區,新北市新莊區幸福路670巷2弄21號1樓,121.451987,25.049575,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531065623,02-29924069
3531066068,軒琪耳鼻喉科診所,新北市,新莊區,新北市新莊區富國路15號1樓,121.418439,25.026588,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531066068,02-29072366
3531066282,建嘉小兒科診所,新北市,新莊區,新北市新莊區中誠街40號1樓,121.451346,25.04812,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531066282,02-29925105
3531072280,松禾診所,新北市,樹林區,新北市樹林區鎮前街58號2樓,121.425732,24.992595,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531072280,02-26851820
3531090206,永澄診所,新北市,三峽區,新北市三峽區光明路20號1樓,121.373344,24.930883,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531090206,02-26732674
3531090288,詹小兒科診所,新北市,三峽區,新北市三峽區中華路13－6號1樓,121.373548,24.931918,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531090288,02-26742308
3531091963,悅兒診所,新北市,三峽區,新北市三峽區學成路329之1號1樓,121.37702,24.944967,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531091963,02-86741615
3531092068,北大小兒科診所,新北市,三峽區,新北市三峽區大學路87號1樓,121.375891,24.941707,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531092068,02-26718080
3531092102,星龍耳鼻喉科診所,新北市,三峽區,新北市三峽區國際一街5號1樓,121.374561,24.94309,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531092102,02-26711676
3531100136,許景新耳鼻喉科診所,新北市,淡水區,新北市淡水區中山路17號,121.444072,25.169877,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531100136,02-26212779
3531100234,陳世芳診所,新北市,淡水區,新北市淡水區重建街198號,121.441025,25.174434,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531100234,02-26227467
3531100332,淳仁聯合診所,新北市,淡水區,新北市淡水區學府路35號,121.44776,25.168932,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531100332,02-26237866
3531100529,鴻恩診所,新北市,淡水區,新北市淡水區民族路50巷1號,121.461642,25.135828,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531100529,02-28082277
3531104821,祐銘耳鼻喉科診所,新北市,淡水區,新北市淡水區民族路31號1、2樓,121.461097,25.13681,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531104821,02-88095239
3531104894,英專耳鼻喉科皮膚科診所,新北市,淡水區,新北市淡水區英專路96號,121.445877,25.171748,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531104894,02-86317678
3531104947,水碓瑞安診所,新北市,淡水區,新北市淡水區北新路182巷61號,121.447857,25.177315,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531104947,02-26203669
3531105011,卓訓德診所,新北市,淡水區,新北市淡水區新市一路3段36號,121.445764,25.182818,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531105011,02-26202022
3531105266,宜禾診所,新北市,淡水區,新北市淡水區新市一路3段105號1樓,121.446565,25.183138,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531105266,02-26259798
3531110623,弘人小兒科診所,新北市,汐止區,新北市汐止區福德二路152號1樓,121.630427,25.065154,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531110623,02-26932439
3531112609,雙雙小兒科診所,新北市,汐止區,新北市汐止區明峰街143號,121.629673,25.070602,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531112609,02-26955777
3531112618,福德診所,新北市,汐止區,新北市汐止區中興里福德二路171號,121.630743,25.065073,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531112618,02-26959877
3531112654,祥和診所,新北市,汐止區,新北市汐止區建成路37巷13號,121.663501,25.072376,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531112654,02-86422558
3531112725,洪振凱診所,新北市,汐止區,新北市汐止區樟樹一路136號,121.642232,25.064869,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531112725,02-26918877
3531112841,顏志瑋診所,新北市,汐止區,新北市汐止區建成路18號1樓,121.664924,25.072925,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531112841,02-26417999
3531112887,德祐小兒科診所,新北市,汐止區,新北市汐止區福德一路117之1號1樓,121.637514,25.067682,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531112887,02-26945180
3531113017,馨生婦產科小兒科診所,新北市,汐止區,新北市汐止區福德二路215號1樓、215之1號1樓,121.627934,25.064557,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531113017,02-26927666
3531113179,體生診所,新北市,汐止區,新北市汐止區和平街103、105號,121.660903,25.069768,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531113179,02-26412427
3531120183,詠安診所,新北市,瑞芳區,新北市瑞芳區明燈路3段79號1樓,121.805246,25.108235,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531120183,02-24960682
3531130536,維安小兒科診所,新北市,土城區,新北市土城區中央路1段67－2號,121.447796,24.989768,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531130536,02-22668575
3531132389,羅文亮小兒科診所,新北市,土城區,新北市土城區裕民路144號1樓,121.451778,24.986014,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531132389,02-82623060
3531132889,羅林小兒科診所,新北市,土城區,新北市土城區裕民路83號1、2樓,121.450052,24.987362,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531132889,02-82733026
3531133117,維誠小兒科診所,新北市,土城區,新北市土城區中央路1段67－2號1樓,121.447796,24.989768,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531133117,02-22668575
3531133153,城林小兒科診所,新北市,土城區,新北市土城區中央路2段312號1樓,121.440386,24.973108,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531133153,02-22706166
3531142705,宥宥婦幼診所,新北市,蘆洲區,新北市蘆洲區長榮路58號1至6樓,121.462675,25.083413,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531142705,02-82839090
3531143033,杏東診所,新北市,蘆洲區,新北市蘆洲區中正路9號1樓,121.471485,25.0818,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531143033,02-22816090
3531143444,兒樂吉診所,新北市,蘆洲區,新北市蘆洲區民族路267號1樓,121.476099,25.090648,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531143444,02-22812787
3531161648,泰安診所,新北市,泰山區,新北市泰山區泰林路2段182號1樓,121.433761,25.060825,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531161648,02-22961869
3531170174,明揚診所,新北市,林口區,新北市林口區中山路192號 1、2樓,121.38901,25.079118,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531170174,02-26035801
3531171368,侯志龍小兒科診所,新北市,林口區,新北市林口區公園路25號1樓,121.366814,25.06786,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531171368,02-26089001
3531171439,黃紹基診所,新北市,林口區,新北市林口區民有街156號1樓（含夾層）,121.37255,25.075984,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531171439,02-26005385
3531171966,博思診所,新北市,林口區,新北市林口區中正路20號1樓,121.396058,25.077532,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3531171966,02-26015666
3532012975,顧小兒科診所,桃園市,桃園區,桃園市桃園區國際路一段1146號,121.289334,24.987963,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532012975,03-2202364
3532014684,蘇裕哲診所,桃園市,桃園區,桃園市桃園區國鼎一街36號,121.287642,24.987666,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532014684,03-3692335
3532014773,何翊菁診所,桃園市,桃園區,桃園市桃園區中埔六街123號,121.295194,25.01789,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532014773,03-3551192
3532015731,振興診所,桃園市,桃園區,桃園市桃園區中正路527號1樓及2樓,121.305368,25.003443,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532015731,03-3332077
3532016026,亞聯親子診所,桃園市,桃園區,桃園市桃園區大興西路2段82－1號1樓,121.298169,25.011534,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532016026,03-3013088
3532018128,禾馨桃園婦幼診所,桃園市,桃園區,桃園市桃園區經國2路36號1－3樓,121.296101,25.0290648,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532018128,03-3465333
3532024411,東新診所,桃園市,中壢區,桃園市中壢區中山東路三段72號,121.247686,24.944849,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532024411,03-4375588
3532024475,德祐診所,桃園市,中壢區,桃園市中壢區自強里榮民路10號,121.260544,24.970455,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532024475,03-4353371
3532025187,黃曉生小兒科診所,桃園市,中壢區,桃園市中壢區環中東路41、43號,121.240889,24.951518,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532025187,03-4552725
3532025267,陳瑞祥診所,桃園市,中壢區,桃園市中壢區福州二街475號,121.233509,24.96825,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532025267,03-4616600
3532025301,自立診所,桃園市,中壢區,桃園市中壢區永福路1051號1樓,121.252101,24.965098,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532025301,03-2853377
3532025570,林國揆小兒科診所,桃園市,中壢區,桃園市中壢區中北路二段402號,121.232304,24.954046,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532025570,03-4387023
3532026817,心安診所,桃園市,中壢區,桃園市中壢區新中北路二段487號1樓、2樓,121.264314,24.955843,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532026817,03-4518808
3532026924,忠孝診所,桃園市,中壢區,桃園市中壢區忠孝路75號1、2樓,121.255912,24.974253,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532026924,03-4630063
3532027574,活悅診所,桃園市,中壢區,桃園市中壢區民權路4段281號1至2樓,121.202302,25.006412,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532027574,03-2875902
3532040568,弘仁小兒科診所,桃園市,楊梅區,桃園市楊梅區新成路51號,121.146978,24.911905,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532040568,03-4882255
3532041672,楊明小兒科診所,桃園市,楊梅區,桃園市楊梅區新農街551號,121.162482,24.91311,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532041672,03-4854580
3532041761,伍建鴻診所,桃園市,楊梅區,桃園市楊梅區中興路74號,121.184543,24.917643,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532041761,03-4317549
3532041896,揚昇小兒科診所,桃園市,楊梅區,桃園市楊梅區環東路461、463號,121.156017,24.910955,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532041896,03-4755595
3532042080,育勝診所,桃園市,楊梅區,桃園市楊梅區金德路10號1樓,121.146113,24.914997,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532042080,03-4850226
3532042124,建東專科診所,桃園市,楊梅區,桃園市楊梅區大成路66號1樓,121.145743,24.909694,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532042124,03-4757716
3532042197,宏彥親子耳鼻喉科診所,桃園市,楊梅區,桃園市楊梅區大成路50號1樓,121.14572,24.909355,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532042197,03-4881526
3532082422,德禾診所,桃園市,八德區,桃園市八德區介壽路二段137號2樓,121.298865,24.954267,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532082422,03-3775368
3532082520,羅久勝小兒專科診所,桃園市,八德區,桃園市八德區忠勇六街5號1F,121.305235,24.964794,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532082520,03-3750237
3532102303,河助璽恒診所,桃園市,平鎮區,桃園市平鎮區延平路2段30號1樓,121.213823,24.95087,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3532102303,03-4927588
3533031821,崇光小兒專科診所,新竹縣,竹東鎮,新竹縣竹東鎮長春路三段188號1樓,121.083378,24.743969,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3533031821,03-5959878
3533031876,張國珍小兒科診所,新竹縣,竹東鎮,新竹縣竹東鎮北興路二段99號,121.092695,24.739394,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3533031876,03-5111352
3533051903,麥建方小兒專科診所,新竹縣,竹北市,新竹縣竹北市勝利五路27號,121.025017,24.82461,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3533051903,03-6577261
3533061678,育創診所,新竹縣,湖口鄉,新竹縣湖口鄉安宅九街81號1樓,121.024731,24.866803,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3533061678,03-5977289
3533080299,吳家仁小兒科診所,新竹縣,新豐鄉,新竹縣新豐鄉新興路245號,120.99672,24.870322,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3533080299,03-5575302
3533081321,正翔診所,新竹縣,新豐鄉,新竹縣新豐鄉建興路二段七五三號,120.986895,24.899633,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3533081321,03-5576671
3533081518,瀚華診所,新竹縣,新豐鄉,新竹縣新豐鄉重興村2鄰新市路3號,120.986785,24.899031,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3533081518,03-5576387
3533081536,永杏小兒科診所,新竹縣,新豐鄉,新竹縣新豐鄉新興路75號1樓,120.992589,24.866387,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3533081536,03-5572775
3534012062,開蘭安心診所,宜蘭縣,宜蘭市,宜蘭縣宜蘭市神農路1段93號1樓、95號1－2樓、97號1樓,121.750067,24.749178,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3534012062,03-9311230
3537010140,張文宗小兒科內科診所,彰化縣,彰化市,彰化縣彰化市光復里長安街25號,120.541292,24.081392,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537010140,04-7256363
3537010159,莊永熙診所,彰化縣,彰化市,彰化縣彰化市中央里民族路493號,120.540425,24.077176,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537010159,04-7240805
3537010211,許小兒科診所,彰化縣,彰化市,彰化縣彰化市信義里中正路一段452號1樓,120.542134,24.082571,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537010211,04-7222279
3537010284,楊志泰小兒科診所,彰化縣,彰化市,彰化縣彰化市興北里長壽街168號,120.542159,24.083573,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537010284,04-7231958
3537011094,陳錫鎰小兒科診所,彰化縣,彰化市,彰化縣彰化市福安里民生南路76－1號,120.542461,24.073895,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537011094,04-7259592
3537011405,林明燦小兒科診所,彰化縣,彰化市,彰化縣彰化市富貴里民權路243號,120.537244,24.076899,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537011405,04-7223526
3537011487,陳奇男診所,彰化縣,彰化市,彰化縣彰化市興北里三民路217號,120.542652,24.085598,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537011487,04-7286671
3537011601,黃紀源診所,彰化縣,彰化市,彰化縣彰化市中山路二段250號1-4樓,120.542694,24.071152,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537011601,04-7618238   總面積:208.95
3537011610,孫楨文診所,彰化縣,彰化市,彰化市民權里華山路142號,120.539333,24.075157,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537011610,04-7240178
3537011692,蔡文瑞耳鼻喉科診所,彰化縣,彰化市,彰化縣彰化市彰安里中正路二段491號,120.536187,24.071414,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537011692,04-7273238
3537011781,十仁診所,彰化縣,彰化市,彰化縣彰化市忠孝里辭修路82號,120.538525,24.087478,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537011781,04-7281067
3537011870,謝宗智診所,彰化縣,彰化市,彰化縣彰化市彰安里中正路2段426號,120.536081,24.072786,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537011870,04─7224560
